transport_type,km_per_day,food_type,kg_food_per_day,energy_source,kwh_per_day,flights_per_year,flight_km_total,monthly_co2_kg
walking,68.8,vegetables,0.63,grid_eu,31.24,3,12529.53,506.21
motorcycle,43.05,dairy,2.13,hydro,29.88,2,12653.21,594.58
bus,61.94,pork,2.42,oil,38.02,3,2309.63,1938.31
bicycle,14.21,beef,1.72,coal,10.73,1,7747.98,1888.74
car_petrol,62.21,pork,2.43,hydro,20.39,6,38901.64,1874.08
train,33.24,pork,1.74,oil,8.8,3,2712.85,928.32
motorcycle,7.16,pork,1.87,hydro,21.25,0,0.0,686.8
bus,29.81,legumes,1.99,coal,20.62,5,34461.58,1078.01
flight_long,24.89,vegetables,0.64,oil,33.87,9,8289.25,1001.11
train,65.83,beef,1.93,wind,10.2,9,27253.36,2052.71
motorcycle,78.63,pork,0.52,coal,11.85,8,9646.48,976.49
bicycle,23.36,vegetables,2.2,solar,26.8,1,7461.32,300.24
flight_short,25.79,dairy,2.05,natural_gas,22.62,3,16413.85,993.78
bus,28.2,vegetables,2.3,oil,20.72,9,15880.96,796.88
bus,12.79,vegetables,0.93,natural_gas,32.02,2,14603.66,816.86
motorcycle,60.37,beef,1.13,oil,35.95,4,7560.16,1889.73
flight_short,63.83,fish,2.41,grid_india,20.79,4,26136.4,1697.5
car_diesel,40.47,pork,1.17,grid_eu,20.6,7,52582.06,1653.97
car_diesel,71.25,rice,1.97,wind,8.11,3,14566.31,851.05
bicycle,11.03,lamb,1.01,grid_eu,22.92,9,8211.28,1535.74
motorcycle,32.78,pork,2.13,natural_gas,22.1,4,9567.18,1429.13
bus,71.16,eggs,0.67,hydro,14.01,8,10368.68,486.63
flight_long,51.35,vegetables,1.24,coal,35.72,0,0.0,1245.43
car_ev,59.26,fish,1.58,coal,14.05,6,9822.39,924.33
flight_long,47.28,vegetables,0.52,oil,24.6,4,2930.93,804.27
motorcycle,59.84,dairy,0.78,solar,18.47,4,23528.85,666.92
car_diesel,16.23,rice,0.87,solar,32.75,0,0.0,228.76
motorcycle,6.73,lamb,0.88,hydro,8.15,3,8474.4,1223.41
car_diesel,27.31,lamb,0.94,nuclear,19.3,1,2080.75,1215.77
motorcycle,58.75,lamb,1.01,hydro,37.92,9,32197.62,2187.47
bus,55.24,lamb,1.66,nuclear,33.75,2,8365.58,2287.78
car_petrol,6.05,pork,2.4,solar,33.56,5,11866.34,1277.86
flight_short,60.29,eggs,1.89,grid_eu,24.81,9,59374.33,1776.37
motorcycle,11.49,pork,1.41,nuclear,28.89,5,11893.81,805.41
flight_long,15.38,pork,1.73,wind,5.15,1,2141.51,725.87
flight_long,72.46,eggs,2.31,solar,36.81,2,11187.33,974.17
flight_short,37.7,pork,0.9,nuclear,30.12,5,8513.27,731.33
car_diesel,77.81,rice,0.88,hydro,23.17,0,0.0,509.97
train,52.75,legumes,1.9,wind,11.7,5,11040.4,317.52
train,6.65,legumes,2.34,solar,39.6,7,16503.56,410.37
bicycle,23.28,eggs,1.79,oil,22.5,5,2522.94,775.41
flight_long,29.09,fish,1.82,grid_us,28.1,1,7740.83,952.21
motorcycle,6.13,fish,1.55,wind,7.1,4,13600.74,500.53
motorcycle,46.46,lamb,0.63,coal,35.05,9,34524.2,2430.47
flight_long,10.55,legumes,2.01,coal,18.23,6,15651.82,865.79
car_diesel,26.61,lamb,1.72,natural_gas,10.72,4,29489.45,2779.34
car_ev,20.35,chicken,1.53,grid_us,5.07,9,68283.51,1509.69
bus,30.04,rice,1.45,solar,29.71,9,29019.47,788.44
train,78.61,nuts,1.32,wind,16.11,6,36348.84,771.33
car_diesel,78.55,chicken,1.63,coal,13.87,6,44224.99,1894.62
flight_long,42.89,rice,0.6,solar,27.96,0,0.0,363.98
flight_short,54.36,dairy,0.83,natural_gas,28.89,0,0.0,943.62
car_petrol,12.44,pork,0.83,oil,12.54,1,3460.87,669.86
train,44.69,eggs,2.29,solar,13.24,0,0.0,393.35
walking,28.08,chicken,1.11,grid_india,26.28,3,18850.81,1111.63
bicycle,30.64,legumes,1.2,natural_gas,19.9,5,39308.19,964.24
motorcycle,66.98,lamb,1.13,grid_eu,14.66,5,4193.44,1959.61
bus,16.46,lamb,1.86,natural_gas,34.01,4,28908.04,3142.63
walking,27.32,pork,1.78,natural_gas,26.92,8,41075.1,1617.6
train,8.82,vegetables,1.27,natural_gas,37.97,0,0.0,668.36
bus,74.22,fruits,0.72,coal,28.54,1,2496.12,963.94
car_diesel,55.59,vegetables,1.41,coal,12.7,6,8833.64,855.17
motorcycle,10.16,lamb,0.6,solar,36.57,6,23533.31,1132.41
train,44.17,nuts,1.39,grid_india,21.33,9,30459.41,1198.5
motorcycle,63.34,lamb,0.54,wind,11.66,7,31014.72,1258.61
flight_long,78.9,fruits,2.16,hydro,24.74,9,16461.94,837.68
bus,47.47,chicken,1.17,solar,34.93,5,18584.84,644.28
train,44.49,pork,1.34,oil,6.24,7,37244.17,1272.54
train,70.37,eggs,1.75,natural_gas,19.2,8,63517.38,1515.92
walking,68.72,vegetables,1.09,wind,19.46,0,0.0,73.9
car_diesel,58.54,nuts,1.16,hydro,6.14,6,24685.09,762.71
bus,15.42,legumes,2.09,coal,5.62,9,6250.0,340.03
train,76.5,dairy,1.75,grid_india,19.25,0,0.0,742.19
flight_short,37.38,vegetables,1.12,coal,10.28,8,28184.53,1104.84
car_ev,42.09,nuts,1.07,oil,13.2,7,25626.94,871.92
train,36.24,lamb,1.32,solar,38.79,6,11147.81,1649.78
bus,65.49,dairy,2.25,hydro,13.22,8,63793.4,1498.73
car_diesel,17.68,legumes,2.4,wind,7.91,0,0.0,165.59
train,34.99,beef,2.49,nuclear,26.85,5,23177.67,2392.04
flight_long,77.22,legumes,0.83,grid_india,33.87,4,23866.51,1550.18
flight_short,78.92,legumes,0.61,grid_india,24.82,3,10197.21,1317.53
car_diesel,52.85,fruits,2.23,grid_us,7.65,0,0.0,439.14
flight_long,42.79,eggs,1.52,grid_india,9.68,0,0.0,710.54
car_ev,53.34,rice,2.07,nuclear,19.3,7,13981.52,617.41
train,7.29,chicken,2.17,coal,18.94,0,0.0,962.25
bicycle,72.27,dairy,0.63,nuclear,25.36,8,45916.92,768.84
car_petrol,6.12,nuts,2.05,wind,12.74,2,12138.55,360.39
bus,39.8,pork,1.92,natural_gas,32.21,4,24535.75,1705.09
flight_short,5.95,dairy,0.51,natural_gas,35.4,5,19186.25,906.31
train,29.01,beef,1.4,nuclear,32.59,8,52524.42,2063.48
bicycle,31.27,legumes,1.63,grid_eu,27.73,4,23387.17,695.28
car_petrol,40.9,beef,2.25,grid_eu,35.34,3,14288.16,2586.74
bus,36.69,legumes,2.32,grid_us,11.47,0,0.0,283.61
car_diesel,14.81,nuts,0.75,grid_eu,32.47,0,0.0,430.24
motorcycle,79.65,beef,1.15,grid_eu,17.73,0,0.0,1278.59
walking,21.48,dairy,1.53,grid_us,22.63,1,2154.84,435.07
flight_long,65.2,legumes,0.88,natural_gas,18.44,6,33289.26,1125.91
car_ev,34.43,fish,1.86,nuclear,7.76,4,27983.46,857.44
motorcycle,62.97,pork,1.73,solar,34.85,0,0.0,879.73
car_ev,35.07,vegetables,1.74,coal,39.14,3,11532.48,1402.12
car_diesel,8.36,fruits,2.23,grid_us,9.33,1,7985.15,358.01
bus,22.42,lamb,0.81,wind,11.26,7,16081.74,1242.32
train,20.65,fish,2.28,grid_eu,19.66,2,15988.69,907.33
walking,29.88,eggs,1.22,coal,21.53,7,40799.37,1317.54
flight_short,25.2,chicken,1.01,natural_gas,28.84,5,34196.94,1356.96
car_petrol,21.52,fruits,2.29,hydro,12.69,2,6423.33,326.95
train,43.88,legumes,2.35,grid_india,38.6,3,9240.92,1135.04
car_ev,12.24,vegetables,2.0,oil,19.95,9,67013.97,1543.2
motorcycle,33.14,fruits,1.72,grid_eu,13.11,6,36982.59,887.01
walking,14.95,dairy,2.26,grid_india,37.61,2,10900.99,1288.51
flight_long,16.01,fish,1.46,oil,36.22,3,12479.55,1178.05
flight_long,11.21,rice,2.22,natural_gas,39.23,0,0.0,960.19
walking,22.58,lamb,1.2,grid_eu,30.16,4,4662.23,1840.04
bicycle,71.57,legumes,0.88,solar,16.17,4,24561.33,436.76
motorcycle,45.34,vegetables,1.45,grid_us,20.08,1,2047.24,500.55
flight_long,9.39,rice,1.9,wind,17.55,3,17011.76,548.81
train,6.56,eggs,1.99,coal,21.84,9,23995.88,1229.89
walking,21.74,chicken,2.05,grid_india,33.02,5,32854.15,1610.93
motorcycle,19.38,fruits,1.87,nuclear,27.26,6,44002.63,815.4
train,32.01,fruits,0.77,coal,35.48,7,16325.24,1207.24
flight_long,32.88,beef,2.3,solar,34.17,7,26090.0,2644.88
car_ev,79.3,nuts,1.23,nuclear,20.71,2,11598.5,438.03
flight_long,63.44,chicken,2.27,hydro,21.68,5,2650.06,879.43
car_diesel,70.09,lamb,1.81,wind,25.92,5,14924.07,2594.5
car_petrol,67.67,beef,1.47,hydro,22.61,5,15435.06,1780.6
car_ev,67.67,legumes,2.46,nuclear,7.3,5,38949.51,803.55
bicycle,53.49,rice,1.01,natural_gas,28.97,2,5595.25,655.03
flight_long,51.44,fish,1.29,grid_us,18.71,6,40315.38,1522.74
car_diesel,39.31,chicken,2.0,solar,5.85,6,25483.44,1113.35
car_diesel,20.58,lamb,1.87,hydro,19.37,5,12589.41,2435.51
motorcycle,54.94,legumes,1.96,grid_us,22.41,5,24072.36,908.72
car_ev,36.67,beef,1.88,wind,13.79,0,0.0,1639.77
train,67.97,rice,1.89,nuclear,7.81,8,8842.29,406.47
bus,31.87,lamb,0.6,wind,39.42,0,0.0,897.37
train,36.96,lamb,2.45,wind,15.35,9,26553.85,3416.32
flight_short,41.91,fruits,2.02,nuclear,36.89,6,44712.33,1137.34
flight_long,49.18,legumes,1.15,grid_eu,26.27,8,41267.36,1318.37
car_ev,46.45,chicken,1.61,solar,36.45,6,37890.0,1052.41
flight_short,9.53,pork,1.76,oil,15.32,2,13934.39,1220.56
train,75.99,vegetables,1.99,coal,25.9,8,37374.26,1531.84
bicycle,7.24,dairy,0.89,grid_india,29.36,4,18232.13,983.34
car_ev,14.44,eggs,1.0,hydro,33.2,0,0.0,191.2
flight_short,55.43,legumes,2.37,solar,28.75,5,34533.42,1123.93
bus,65.08,legumes,1.14,oil,6.71,6,20451.95,668.45
car_petrol,63.91,chicken,1.9,natural_gas,20.26,2,6355.46,1173.92
car_diesel,48.73,dairy,0.67,oil,10.01,8,4483.16,610.97
walking,35.73,fish,2.05,grid_eu,29.61,0,0.0,648.04
bus,68.06,fruits,1.91,grid_us,26.75,0,0.0,572.48
bicycle,12.74,lamb,1.96,grid_us,37.37,2,8945.87,2882.1
car_petrol,28.42,lamb,1.65,nuclear,6.65,3,19517.19,2398.24
train,25.37,pork,0.93,oil,10.07,6,5800.02,654.77
flight_long,77.23,lamb,1.14,oil,11.33,5,22398.9,2415.61
car_ev,11.42,beef,0.68,solar,12.64,1,7266.0,686.09
bus,51.96,vegetables,1.66,nuclear,37.21,7,34530.0,803.22
train,76.26,legumes,0.85,nuclear,13.36,1,2563.46,170.74
flight_short,23.54,eggs,1.87,hydro,10.87,1,2613.95,492.6
bicycle,25.96,chicken,0.96,wind,21.22,6,45876.21,942.14
car_petrol,15.15,fruits,0.76,coal,25.84,8,56632.2,1673.74
flight_short,19.56,eggs,2.31,wind,38.98,2,12073.28,599.03
train,14.94,nuts,1.89,oil,15.73,2,9249.83,628.6
car_ev,74.62,fruits,0.99,solar,20.47,9,40532.29,856.33
walking,68.73,chicken,2.02,grid_us,30.49,3,19269.72,1165.27
car_ev,68.51,beef,2.3,hydro,10.54,5,39894.09,2686.56
car_diesel,18.84,dairy,1.83,hydro,23.03,6,46254.36,1058.51
car_petrol,36.09,pork,1.28,oil,16.19,7,45185.2,1668.51
flight_long,60.64,eggs,1.7,oil,38.17,6,46066.35,2051.85
flight_short,16.18,rice,0.8,grid_india,32.49,7,19377.03,1278.53
bicycle,14.39,vegetables,2.13,oil,26.22,5,4197.19,729.8
car_diesel,12.47,beef,2.2,grid_us,15.98,6,43085.69,2626.36
bus,53.86,dairy,2.03,grid_eu,39.82,0,0.0,645.24
car_ev,10.63,rice,0.73,grid_india,16.86,7,37082.37,1166.41
car_petrol,13.06,legumes,1.34,natural_gas,35.85,5,28409.42,1098.36
flight_long,20.27,chicken,2.07,grid_us,29.38,0,0.0,951.36
flight_long,64.71,rice,0.9,nuclear,17.93,6,34810.54,1104.61
flight_short,8.18,pork,1.34,coal,38.12,0,0.0,1557.05
car_diesel,63.66,dairy,1.12,grid_eu,26.09,3,4452.56,701.72
train,13.88,rice,2.46,solar,25.58,7,27759.44,876.82
motorcycle,76.15,fruits,1.89,grid_eu,38.71,5,35934.41,1297.38
car_petrol,26.35,nuts,2.4,oil,6.74,9,27012.35,808.85
flight_short,9.73,vegetables,1.54,solar,11.23,6,29936.29,681.32
car_ev,53.9,lamb,2.35,grid_eu,22.28,1,5297.34,3266.17
motorcycle,34.01,pork,1.77,hydro,26.48,1,5845.07,910.01
car_petrol,44.42,legumes,1.41,natural_gas,21.24,9,71242.11,1644.99
car_petrol,78.33,fruits,1.27,nuclear,25.43,1,673.6,488.29
car_diesel,37.73,fish,2.32,natural_gas,35.07,2,3905.93,1163.99
motorcycle,15.79,fish,0.58,nuclear,23.55,4,13156.42,385.48
car_diesel,23.15,legumes,2.41,oil,18.7,5,36297.47,1216.94
flight_long,70.08,pork,2.0,oil,35.74,2,3882.14,1826.47
flight_long,26.17,lamb,1.38,grid_eu,26.53,4,9195.25,2012.93
train,73.82,eggs,2.13,grid_india,18.97,7,15473.93,1055.94
train,29.55,dairy,2.22,oil,15.76,3,21239.39,867.07
bus,27.14,vegetables,0.8,grid_eu,37.82,7,24895.14,818.09
train,22.51,eggs,0.51,grid_us,34.18,5,33405.6,997.69
bus,69.01,rice,1.73,hydro,38.19,4,13435.72,688.13
flight_short,44.17,dairy,0.63,natural_gas,25.54,8,35937.81,1413.75
train,29.61,chicken,2.03,grid_india,25.77,9,34066.02,1581.95
car_ev,7.05,fish,1.31,natural_gas,12.94,8,19367.87,726.18
bus,67.59,nuts,1.86,grid_india,17.84,7,20612.46,1059.18
motorcycle,27.74,legumes,2.19,wind,39.59,3,2402.9,197.81
car_ev,58.8,rice,2.48,nuclear,37.09,3,8779.82,523.88
car_ev,31.95,eggs,2.06,coal,39.47,6,21726.29,1592.14
walking,72.4,pork,0.88,solar,31.57,0,0.0,370.34
car_diesel,31.84,legumes,0.5,wind,31.53,6,28371.86,610.17
car_diesel,73.69,chicken,1.38,nuclear,30.35,6,29934.64,1143.51
car_ev,44.77,fruits,2.16,wind,14.47,7,17360.83,423.23
bicycle,39.53,legumes,1.7,hydro,13.83,5,19446.93,369.68
bus,14.47,dairy,0.72,coal,14.53,9,34113.03,1031.96
car_diesel,38.99,dairy,1.87,hydro,15.79,5,23722.52,734.59
bus,8.11,fruits,0.86,nuclear,25.12,0,0.0,55.93
car_ev,30.7,eggs,1.3,solar,13.02,3,18806.22,602.13
walking,75.83,rice,2.07,grid_eu,24.55,8,46382.75,1199.75
car_ev,29.76,vegetables,1.95,solar,22.55,7,45000.27,906.68
flight_long,36.79,lamb,1.31,natural_gas,25.83,9,56384.81,2910.78
flight_short,36.02,beef,0.58,natural_gas,5.26,8,9627.9,917.98
car_ev,50.69,fruits,1.46,solar,34.19,1,5137.36,269.61
flight_long,19.37,rice,0.91,grid_eu,28.47,3,6310.23,536.37
bus,43.16,beef,2.22,solar,6.29,1,5568.61,1931.04
bicycle,51.71,vegetables,1.42,wind,18.51,5,22135.02,443.06
train,72.76,rice,1.97,coal,36.2,4,6069.12,1255.38
car_petrol,68.29,beef,0.9,solar,20.34,0,0.0,1074.89
walking,28.59,dairy,0.68,solar,13.17,4,29813.87,578.29
flight_short,11.34,dairy,0.64,grid_us,38.63,0,0.0,578.94
car_petrol,9.84,pork,2.45,natural_gas,27.6,9,63903.83,2183.3
bicycle,7.18,vegetables,1.81,grid_eu,35.59,8,22754.82,701.24
bicycle,62.42,legumes,1.83,nuclear,39.49,3,12660.78,269.04
train,31.62,chicken,0.91,natural_gas,8.71,0,0.0,381.36
train,53.05,fish,1.56,coal,5.79,6,29074.43,1008.17
walking,64.09,pork,0.51,grid_india,28.94,0,0.0,801.75
train,62.96,legumes,1.95,grid_us,8.55,8,46878.93,962.22
walking,16.19,rice,2.09,oil,36.69,8,39313.11,1619.74
car_petrol,50.52,pork,1.69,nuclear,28.95,8,50975.3,1648.97
flight_short,38.3,chicken,2.46,oil,16.76,5,19456.49,1422.0
car_petrol,10.27,legumes,1.53,nuclear,11.74,2,8357.9,250.19
walking,64.94,dairy,1.31,wind,19.29,3,21011.19,483.14
walking,56.7,legumes,0.89,grid_india,5.58,2,6871.1,240.8
flight_short,53.42,fish,1.21,hydro,36.68,1,7316.14,799.98
bus,78.38,dairy,2.14,grid_eu,26.14,3,19462.88,865.87
car_petrol,74.82,dairy,2.33,grid_us,29.94,4,22537.88,1389.61
bicycle,24.81,vegetables,1.2,solar,8.26,9,28189.35,570.25
flight_short,13.93,fruits,2.03,nuclear,15.45,5,29872.21,579.24
bicycle,20.62,vegetables,1.42,wind,9.85,1,2365.37,131.13
car_ev,77.92,vegetables,1.58,grid_eu,9.86,8,61999.22,1451.95
bus,10.54,legumes,1.79,solar,15.05,6,29829.36,559.15
car_petrol,32.53,beef,1.28,wind,6.39,8,38376.91,2041.01
train,44.23,fish,2.2,hydro,34.06,3,8581.85,609.03
bicycle,76.05,eggs,2.47,grid_us,6.91,5,36994.3,997.0
flight_long,29.68,lamb,0.67,hydro,31.49,6,23183.21,1327.58
car_ev,7.55,pork,1.6,hydro,23.96,9,11028.59,771.22
flight_long,65.35,fruits,1.73,solar,15.22,9,18639.12,772.6
car_ev,50.32,eggs,2.0,natural_gas,24.04,9,38403.91,1346.53
bus,75.3,eggs,1.17,solar,18.34,6,17456.35,697.41
flight_short,70.06,eggs,1.92,grid_india,38.49,8,58076.05,2813.9
flight_long,35.25,beef,2.13,coal,24.6,8,58399.33,3587.22
train,42.94,chicken,1.16,coal,6.47,3,14703.22,665.81
bus,38.54,pork,0.74,wind,37.6,0,0.0,380.19
walking,53.69,fruits,1.73,solar,39.44,4,31788.95,599.36
bicycle,27.31,fruits,0.62,natural_gas,31.41,8,51698.42,1181.77
bicycle,42.65,nuts,2.05,nuclear,35.5,4,9935.52,333.04
bicycle,63.68,lamb,0.72,hydro,29.01,4,17756.18,1087.09
flight_short,5.24,lamb,2.13,grid_india,11.24,3,16070.89,3247.59
flight_short,20.38,chicken,1.08,natural_gas,29.14,9,10201.87,969.42
motorcycle,40.09,fruits,0.53,solar,35.29,9,24925.88,606.03
car_ev,57.6,beef,1.31,wind,16.38,1,4881.97,1302.1
car_diesel,20.22,fish,1.09,hydro,26.88,3,21913.46,647.77
car_ev,77.71,fruits,1.26,grid_india,37.61,7,49815.49,1928.05
car_diesel,30.18,nuts,1.39,solar,27.61,1,1814.83,357.14
car_diesel,10.21,fish,0.75,oil,16.37,9,29135.08,989.6
car_ev,75.49,nuts,1.13,hydro,35.5,0,0.0,232.86
flight_short,67.46,nuts,2.34,coal,16.75,5,33209.02,1628.41
flight_long,16.06,vegetables,0.77,nuclear,35.12,9,64263.77,1108.64
car_ev,18.57,pork,2.49,nuclear,8.67,9,37997.55,1668.23
motorcycle,29.92,legumes,2.42,wind,37.98,3,1772.55,198.11
car_petrol,7.87,eggs,1.07,grid_us,25.45,1,4301.63,517.97
bicycle,6.43,legumes,0.82,oil,7.64,4,30789.63,676.21
flight_short,54.94,dairy,1.28,natural_gas,39.76,5,39767.59,1775.37
car_petrol,67.69,fruits,2.48,grid_eu,27.02,7,17103.17,928.63
car_petrol,12.69,dairy,2.21,solar,38.97,0,0.0,339.88
walking,73.22,dairy,1.47,nuclear,10.38,7,49537.33,909.91
motorcycle,72.5,fruits,1.92,wind,37.21,6,9348.55,517.96
bicycle,73.48,eggs,1.16,solar,24.16,1,2292.63,253.67
flight_short,62.2,chicken,1.24,wind,10.28,0,0.0,778.4
train,69.22,dairy,2.05,nuclear,33.41,3,3153.94,348.63
train,17.27,dairy,0.59,wind,36.7,1,3492.45,136.49
car_diesel,58.28,beef,1.46,oil,26.94,5,31747.05,2546.2
flight_short,44.32,pork,2.29,grid_us,33.64,5,24572.78,1995.47
bicycle,56.74,fish,2.19,wind,32.9,3,7541.43,534.83
train,79.42,beef,0.98,grid_india,35.67,0,0.0,1536.76
car_ev,70.21,fruits,0.79,grid_india,31.36,6,3899.5,880.05
flight_long,48.18,nuts,1.65,hydro,39.1,6,14822.31,643.28
car_petrol,40.28,chicken,1.26,grid_us,25.31,3,23269.87,1219.9
train,14.96,rice,0.58,solar,32.14,4,9362.32,265.93
car_petrol,9.58,vegetables,1.76,grid_eu,32.69,7,52052.29,1242.93
motorcycle,6.67,nuts,1.43,wind,7.44,1,1958.62,162.73
train,7.35,legumes,2.32,nuclear,32.39,2,4139.92,146.28
train,9.39,rice,1.42,oil,7.31,4,21909.47,731.96
bicycle,17.14,legumes,1.97,grid_us,12.47,9,9471.4,375.06
flight_short,51.93,eggs,0.97,natural_gas,32.91,2,8294.06,1135.69
car_diesel,64.51,chicken,0.85,wind,38.77,2,7605.46,686.58
car_diesel,51.14,rice,0.73,grid_eu,32.41,1,1557.88,675.34
car_petrol,19.31,pork,1.4,grid_india,32.09,8,46181.72,2072.63
train,37.04,legumes,1.57,natural_gas,5.58,0,0.0,174.12
flight_short,36.73,nuts,0.66,wind,9.77,6,20254.59,661.64
bicycle,69.96,lamb,2.05,grid_india,25.11,4,12430.3,2964.92
bus,70.07,rice,1.32,solar,10.39,9,8809.29,476.5
motorcycle,37.9,lamb,2.22,grid_india,15.87,7,54621.39,3751.35
flight_short,50.39,pork,0.88,grid_us,31.51,6,5552.11,1091.78
car_petrol,69.74,lamb,1.43,oil,8.17,6,21632.5,2693.4
bicycle,17.94,rice,1.32,grid_india,29.71,3,22502.44,1080.3
car_ev,77.0,chicken,2.24,grid_india,13.85,7,39112.13,1409.25
bicycle,56.77,beef,1.4,wind,28.07,9,34045.4,1718.84
flight_long,71.2,lamb,0.9,natural_gas,15.68,6,40035.05,2311.99
flight_long,63.3,vegetables,1.2,coal,37.42,5,9282.78,1482.39
bus,5.45,fish,1.69,grid_us,13.66,6,47595.03,1230.91
bicycle,25.57,eggs,2.46,natural_gas,27.01,2,6914.07,840.3
car_ev,77.96,nuts,1.5,grid_india,27.18,4,21557.99,1178.96
car_petrol,40.82,eggs,1.69,natural_gas,5.35,9,45422.96,1264.32
motorcycle,63.47,rice,1.29,oil,5.45,2,5655.45,592.99
bicycle,19.22,pork,1.05,hydro,31.23,7,26270.73,835.61
motorcycle,61.46,legumes,0.8,solar,9.37,4,26581.94,586.58
flight_long,79.2,lamb,2.11,wind,31.4,7,43755.7,3664.61
bus,30.76,fish,1.67,solar,28.02,7,54365.84,1210.09
bicycle,58.16,dairy,1.75,solar,13.14,5,3008.58,218.99
car_diesel,9.05,rice,2.08,nuclear,17.09,4,29068.86,781.81
flight_long,7.94,fruits,1.61,grid_eu,16.31,5,37662.02,817.85
train,35.49,fruits,0.91,grid_eu,24.52,4,20781.69,589.67
bus,26.77,fruits,2.28,natural_gas,24.18,5,8824.6,626.89
bicycle,26.27,pork,1.78,grid_us,27.65,7,37428.83,1448.92
bus,70.21,eggs,2.0,nuclear,25.33,2,9278.43,670.09
car_diesel,5.98,vegetables,0.93,natural_gas,20.01,4,30664.39,863.84
flight_long,67.46,chicken,0.54,grid_eu,5.5,6,35533.88,1228.39
car_petrol,76.12,fish,2.45,oil,38.63,6,45018.64,2398.45
train,72.57,rice,1.64,hydro,31.58,5,16039.74,573.3
flight_long,21.72,beef,0.64,grid_eu,10.61,5,38174.57,1286.49
bicycle,13.61,chicken,2.26,hydro,35.36,2,14765.41,793.34
bus,28.31,nuts,2.15,nuclear,7.42,4,17550.75,541.86
train,77.19,legumes,2.31,natural_gas,35.44,8,27642.72,1050.37
flight_short,67.37,chicken,0.56,oil,27.25,8,48799.09,1972.8
flight_long,27.09,fish,2.03,coal,34.76,9,66085.42,2458.45
car_diesel,30.84,nuts,0.63,oil,39.36,1,3256.44,1024.79
train,28.87,fruits,0.54,coal,11.34,0,0.0,336.53
flight_short,75.26,chicken,0.99,grid_india,30.93,1,6345.24,1505.18
car_diesel,76.39,beef,1.89,oil,36.15,9,16619.21,2853.79
motorcycle,67.89,beef,0.5,grid_india,14.18,3,17058.28,1257.01
car_ev,32.5,legumes,2.16,solar,10.02,9,37052.13,710.38
motorcycle,69.73,fish,2.44,hydro,11.95,7,5329.7,768.13
flight_short,11.0,fruits,0.92,hydro,6.68,6,38925.83,752.8
train,73.91,nuts,1.96,coal,24.05,6,29329.69,1375.68
car_petrol,49.08,lamb,1.48,grid_us,9.21,3,19505.64,2404.52
motorcycle,45.79,vegetables,1.03,grid_us,17.44,4,25102.57,859.6
car_diesel,26.06,chicken,2.3,coal,31.18,3,22792.23,1822.67
flight_short,51.31,rice,1.18,coal,21.6,6,16507.6,1255.07
car_diesel,6.44,lamb,0.61,oil,18.89,4,16111.89,1502.81
motorcycle,79.84,vegetables,1.75,grid_us,38.26,7,10495.97,904.99
flight_short,70.32,lamb,1.8,grid_india,11.48,2,10051.45,3080.41
car_petrol,48.35,chicken,2.29,grid_india,39.17,3,13521.34,1751.66
flight_long,70.05,dairy,1.22,wind,6.72,9,66897.48,1563.83
bicycle,34.82,fish,2.33,grid_eu,29.87,0,0.0,722.28
car_ev,31.64,lamb,0.53,oil,23.26,8,49521.25,1813.12
car_petrol,19.06,vegetables,1.85,grid_eu,36.94,9,44376.84,1311.11
flight_short,48.79,pork,1.04,grid_us,5.3,2,10346.4,954.22
walking,73.7,beef,1.49,wind,16.18,4,27417.95,1612.54
car_ev,51.19,fish,1.94,natural_gas,21.66,3,16055.85,1051.84
motorcycle,5.74,beef,2.08,nuclear,10.56,9,28721.86,2088.56
bicycle,62.5,fruits,2.47,coal,37.98,8,36123.83,1525.97
bus,25.06,beef,0.66,solar,23.75,7,18137.01,960.45
bicycle,26.64,fruits,1.18,nuclear,27.39,8,14662.76,274.56
flight_long,77.83,chicken,1.26,natural_gas,17.13,5,4520.76,944.57
walking,32.24,vegetables,2.22,grid_india,21.93,7,48912.48,1358.06
bicycle,8.52,rice,1.07,wind,20.74,8,4527.56,223.12
flight_long,29.86,rice,2.04,nuclear,39.46,8,42681.8,1141.79
flight_short,78.15,pork,2.48,solar,26.68,0,0.0,1570.28
bus,58.88,dairy,1.82,grid_india,29.18,9,6338.5,1012.84
train,69.25,beef,2.47,solar,27.27,1,1274.57,1971.27
bus,40.75,vegetables,1.62,oil,17.29,5,16296.66,825.44
walking,63.61,beef,1.21,nuclear,22.64,1,7981.27,1111.12
bus,19.72,chicken,1.49,hydro,17.8,0,0.0,368.52
train,61.06,nuts,0.86,hydro,23.88,7,51706.97,995.97
bus,22.13,beef,1.96,grid_us,36.89,3,21085.76,2524.28
car_petrol,14.12,pork,1.27,oil,10.84,4,2949.07,778.39
car_diesel,49.08,fish,1.33,wind,20.04,1,3025.93,580.19
walking,28.55,dairy,2.13,grid_eu,5.39,3,9856.53,418.24
walking,7.37,chicken,1.31,natural_gas,25.83,3,1790.34,711.75
walking,28.28,pork,1.55,coal,14.12,3,7032.82,1045.22
bicycle,70.7,eggs,1.23,nuclear,24.91,6,46874.57,909.12
bus,67.07,eggs,0.89,hydro,15.35,7,44551.54,1128.48
bus,55.09,fish,1.56,wind,6.02,3,21117.79,839.22
car_diesel,18.56,fish,1.8,natural_gas,23.05,6,26448.59,1119.07
car_diesel,43.19,chicken,1.23,coal,11.38,9,51655.82,1649.86
