transport_type,km_per_day,food_type,kg_food_per_day,energy_source,kwh_per_day,flights_per_year,flight_km_total,monthly_co2_kg
bus,31.47,vegetables,0.5,grid_eu,7.4,4,8000,175.75
bus,18.73,vegetables,0.3,coal,5.4,1,2000,142.17
bicycle,1.57,fish,0.3,natural_gas,5.4,1,2000,187.92
car_ev,73.1,vegetables,0.3,coal,6.2,8,16000,229.17
bus,39.0,chicken,0.4,natural_gas,5.5,0,0,144.33
bicycle,1.07,vegetables,0.3,grid_eu,6.3,1,2000,161.92
car_petrol,20.33,fish,0.3,coal,6.0,0,0,93.42
car_petrol,6.37,vegetables,0.5,coal,5.6,4,8000,122.58
bus,4.5,vegetables,0.5,grid_eu,6.0,1,2000,169.25
car_diesel,245.17,fish,0.3,coal,6.4,4,8000,300.17
bus,18.67,fish,0.3,coal,7.1,4,8000,139.67
car_petrol,64.3,chicken,0.4,natural_gas,6.2,4,8000,174.83
bicycle,1.47,vegetables,0.5,natural_gas,6.3,1,2000,162.33
car_diesel,314.1,vegetables,0.3,coal,6.6,1,2000,351.67
bicycle,2.0,vegetables,0.5,grid_eu,6.9,4,8000,162.92
bus,17.9,vegetables,0.5,coal,5.5,4,8000,177.33
bus,16.1,vegetables,0.3,natural_gas,7.1,8,16000,224.92
bus,60.07,chicken,0.4,coal,5.3,8,16000,212.17
car_petrol,210.97,fish,0.3,natural_gas,6.1,0,0,301.5
bus,56.73,vegetables,0.3,natural_gas,5.4,1,2000,131.33
car_petrol,193.73,vegetables,0.5,coal,7.2,1,2000,309.58
bicycle,1.63,vegetables,0.3,grid_eu,5.1,1,2000,121.42
bus,35.0,vegetables,0.3,grid_eu,5.5,4,8000,138.08
car_diesel,274.43,chicken,0.4,natural_gas,6.1,1,2000,357.83
bus,4.63,fish,0.3,coal,6.2,0,0,94.83
car_petrol,10.13,vegetables,0.3,coal,7.2,8,16000,179.75
car_petrol,129.47,chicken,0.4,natural_gas,5.7,1,2000,276.17
bus,23.87,chicken,0.4,natural_gas,6.9,0,0,138.58
car_petrol,243.63,vegetables,0.5,natural_gas,5.4,8,16000,345.83
car_ev,199.0,vegetables,0.5,coal,7.2,1,2000,88.42
car_ev,253.57,chicken,0.4,natural_gas,5.8,4,8000,172.67
bicycle,0.63,chicken,0.4,coal,6.7,1,2000,238.0
bicycle,0.7,vegetables,0.3,coal,5.4,1,2000,141.58
car_petrol,24.7,vegetables,0.3,coal,6.3,4,8000,139.25
bus,31.03,vegetables,0.3,natural_gas,5.3,0,0,68.75
car_petrol,314.2,fish,0.3,coal,6.2,0,0,277.5
bicycle,2.3,vegetables,0.3,coal,6.3,4,8000,106.33
car_petrol,236.63,chicken,0.4,coal,7.4,4,8000,339.33
bicycle,2.47,vegetables,0.5,coal,5.7,4,8000,103.75
bus,31.33,chicken,0.4,coal,7.0,4,8000,238.83
bus,7.87,vegetables,0.3,coal,6.5,8,16000,178.0
car_petrol,51.47,vegetables,0.3,grid_eu,6.8,4,8000,139.17
bicycle,2.3,vegetables,0.5,grid_eu,5.0,1,2000,65.25
bicycle,0.8,vegetables,0.5,grid_eu,5.0,4,8000,139.0
bus,24.43,vegetables,0.3,natural_gas,5.5,1,2000,116.92
bicycle,2.87,chicken,0.4,natural_gas,6.7,0,0,92.17
car_petrol,95.0,vegetables,0.3,natural_gas,5.6,0,0,164.75
car_ev,306.63,chicken,0.4,natural_gas,5.7,8,16000,197.92
bus,35.2,vegetables,0.5,coal,5.4,8,16000,198.58
bus,31.6,fish,0.3,coal,5.2,4,8000,209.33
car_ev,106.77,chicken,0.4,coal,6.6,4,8000,145.33
bicycle,2.1,vegetables,0.5,grid_eu,5.8,8,16000,170.42
bus,52.67,vegetables,0.5,grid_eu,5.9,0,0,155.67
car_petrol,230.7,vegetables,0.3,grid_eu,6.2,1,2000,270.83
bicycle,2.27,fish,0.3,grid_eu,6.1,8,16000,145.75
bus,5.3,fish,0.3,coal,6.3,0,0,136.25
car_petrol,136.53,fish,0.3,natural_gas,6.9,1,2000,243.42
bus,43.17,vegetables,0.5,grid_eu,6.1,0,0,39.75
bus,23.63,vegetables,0.3,coal,7.1,1,2000,198.67
car_ev,210.97,vegetables,0.3,coal,7.0,4,8000,188.25
bus,60.2,chicken,0.4,natural_gas,7.2,0,0,148.5
bicycle,0.07,fish,0.3,coal,7.0,0,0,149.0
bicycle,2.8,vegetables,0.5,grid_eu,6.1,4,8000,173.17
car_petrol,41.63,fish,0.3,natural_gas,6.5,1,2000,135.75
bicycle,1.07,chicken,0.4,grid_eu,6.2,8,16000,182.58
car_petrol,47.33,fish,0.3,natural_gas,7.4,1,2000,170.42
car_diesel,77.67,vegetables,0.5,coal,7.4,4,8000,243.92
bicycle,1.9,fish,0.3,natural_gas,7.2,4,8000,167.5
bicycle,2.5,vegetables,0.3,grid_eu,6.1,8,16000,190.58
bicycle,1.7,fish,0.3,grid_eu,5.9,0,0,89.17
car_diesel,265.77,vegetables,0.3,coal,7.2,0,0,242.92
car_petrol,310.1,vegetables,0.3,coal,5.3,4,8000,519.33
car_petrol,78.67,vegetables,0.3,grid_eu,5.3,4,8000,217.08
car_diesel,180.07,vegetables,0.3,natural_gas,6.1,4,8000,294.75
bicycle,1.27,chicken,0.4,grid_eu,5.2,8,16000,241.17
car_petrol,123.13,vegetables,0.3,coal,6.3,8,16000,271.0
bicycle,0.37,chicken,0.4,coal,6.0,8,16000,310.75
car_ev,72.8,fish,0.3,coal,7.3,8,16000,262.33
bicycle,1.6,vegetables,0.3,grid_eu,6.9,8,16000,270.75
bus,15.5,vegetables,0.3,coal,7.4,4,8000,155.67
car_diesel,152.53,vegetables,0.3,grid_eu,6.6,4,8000,193.75
car_petrol,195.6,chicken,0.4,grid_eu,5.3,4,8000,203.0
bus,28.8,fish,0.3,grid_eu,7.1,0,0,73.5
bus,12.73,vegetables,0.3,coal,5.2,1,2000,71.5
car_petrol,312.5,chicken,0.4,coal,6.9,0,0,261.83
bus,12.13,chicken,0.4,grid_eu,7.3,8,16000,241.5
bus,17.27,vegetables,0.5,grid_eu,5.9,1,2000,134.17
bicycle,1.6,fish,0.3,natural_gas,6.1,8,16000,202.08
car_petrol,330.93,fish,0.3,grid_eu,6.3,1,2000,411.17
bicycle,0.43,chicken,0.4,coal,5.7,1,2000,147.75
car_petrol,119.0,vegetables,0.3,coal,5.8,4,8000,269.58
car_petrol,58.27,fish,0.3,coal,5.6,4,8000,204.25
car_petrol,311.2,vegetables,0.5,coal,5.9,1,2000,290.92
car_petrol,90.33,chicken,0.4,grid_eu,6.5,8,16000,313.92
car_diesel,298.8,vegetables,0.5,coal,7.1,8,16000,361.08
bicycle,1.4,chicken,0.4,grid_eu,6.4,4,8000,174.58
car_petrol,74.03,chicken,0.4,coal,7.0,1,2000,238.08
car_petrol,307.1,chicken,0.4,grid_eu,5.1,1,2000,356.42
bicycle,1.03,vegetables,0.5,coal,5.9,4,8000,209.75
bus,32.87,vegetables,0.3,grid_eu,6.1,1,2000,48.25
car_petrol,293.53,vegetables,0.5,grid_eu,6.8,1,2000,341.0
bicycle,0.6,fish,0.3,coal,6.6,0,0,131.08
bus,31.83,chicken,0.4,coal,6.3,8,16000,230.08
bus,45.9,chicken,0.4,coal,7.3,0,0,102.25
bus,35.63,fish,0.3,coal,6.7,8,16000,224.5
car_petrol,11.23,chicken,0.4,grid_eu,6.7,1,2000,132.58
bicycle,2.23,chicken,0.4,grid_eu,5.6,8,16000,217.33
bus,61.83,fish,0.3,grid_eu,6.4,8,16000,182.92
bicycle,0.97,vegetables,0.5,natural_gas,5.1,4,8000,172.5
bicycle,1.9,vegetables,0.5,natural_gas,5.7,1,2000,168.5
bus,51.1,chicken,0.4,natural_gas,6.8,1,2000,118.08
bicycle,3.17,fish,0.3,natural_gas,6.5,8,16000,268.92
car_petrol,7.97,chicken,0.4,natural_gas,7.3,4,8000,202.92
bicycle,2.43,vegetables,0.5,natural_gas,6.7,8,16000,243.5
bus,21.3,fish,0.3,coal,5.1,8,16000,262.0
bus,28.43,chicken,0.4,coal,6.1,0,0,98.17
bicycle,1.17,vegetables,0.3,natural_gas,6.1,8,16000,238.58
bicycle,0.67,vegetables,0.5,coal,6.1,1,2000,129.75
car_petrol,258.3,vegetables,0.3,grid_eu,6.8,4,8000,313.17
bus,51.93,vegetables,0.3,coal,6.1,0,0,115.08
bicycle,2.33,fish,0.3,coal,6.4,8,16000,164.92
car_petrol,194.9,vegetables,0.5,grid_eu,5.8,8,16000,198.75
bicycle,0.13,vegetables,0.3,coal,5.1,4,8000,180.42
bicycle,2.1,chicken,0.4,coal,6.3,1,2000,148.0
bus,63.67,vegetables,0.3,natural_gas,5.0,4,8000,205.08
bicycle,1.3,vegetables,0.3,natural_gas,7.3,0,0,80.33
bus,53.43,vegetables,0.3,coal,7.3,4,8000,222.08
car_ev,309.23,chicken,0.4,grid_eu,5.6,8,16000,196.0
bus,24.77,vegetables,0.3,grid_eu,7.3,0,0,87.5
bus,27.67,vegetables,0.5,coal,6.4,0,0,111.58
bus,3.4,chicken,0.4,coal,5.6,4,8000,209.75
bus,44.63,vegetables,0.3,coal,7.4,4,8000,291.75
car_petrol,67.2,vegetables,0.3,grid_eu,5.0,4,8000,116.17
bus,45.0,fish,0.3,grid_eu,7.4,4,8000,156.83
car_ev,216.4,vegetables,0.5,coal,6.7,1,2000,162.17
car_petrol,24.3,fish,0.3,natural_gas,5.3,0,0,122.75
bus,34.37,chicken,0.4,coal,5.9,4,8000,174.5
bicycle,2.5,fish,0.3,natural_gas,7.3,8,16000,263.5
car_ev,186.9,vegetables,0.5,natural_gas,7.1,0,0,82.25
bicycle,1.7,fish,0.3,grid_eu,5.4,8,16000,193.17
bicycle,1.17,vegetables,0.3,natural_gas,5.8,1,2000,159.58
bicycle,0.83,vegetables,0.5,natural_gas,5.8,0,0,111.83
car_diesel,176.8,vegetables,0.5,natural_gas,5.9,8,16000,283.5
bus,47.93,vegetables,0.3,grid_eu,5.5,1,2000,131.92
bicycle,1.1,fish,0.3,coal,6.9,0,0,71.92
bus,44.23,vegetables,0.3,grid_eu,6.8,8,16000,173.17
car_ev,91.53,vegetables,0.3,grid_eu,6.5,0,0,94.08
bus,54.87,vegetables,0.5,natural_gas,6.9,1,2000,155.25
bicycle,1.57,chicken,0.4,coal,5.4,0,0,125.83
bus,35.53,chicken,0.4,coal,5.7,0,0,131.0
bicycle,0.8,vegetables,0.3,natural_gas,6.5,8,16000,253.33
bicycle,1.8,chicken,0.4,natural_gas,6.1,0,0,143.0
bus,1.17,vegetables,0.3,grid_eu,5.7,0,0,57.58
bicycle,0.07,chicken,0.4,grid_eu,6.8,4,8000,155.58
car_ev,278.07,vegetables,0.5,coal,5.0,0,0,182.17
bicycle,2.53,vegetables,0.5,coal,7.1,1,2000,113.75
bicycle,2.2,vegetables,0.5,coal,7.3,4,8000,185.08
bus,57.67,fish,0.3,natural_gas,7.4,4,8000,205.75
bus,59.63,vegetables,0.3,natural_gas,6.1,1,2000,183.0
bus,17.37,chicken,0.4,coal,5.5,0,0,123.5
bus,24.07,fish,0.3,grid_eu,6.4,1,2000,141.75
car_petrol,295.53,vegetables,0.3,grid_eu,6.6,0,0,198.58
bus,52.3,fish,0.3,coal,6.9,1,2000,122.25
bus,47.67,vegetables,0.3,natural_gas,5.4,8,16000,226.25
car_petrol,177.33,fish,0.3,grid_eu,5.6,1,2000,208.25
bicycle,0.8,vegetables,0.5,coal,5.9,1,2000,91.67
car_petrol,3.1,chicken,0.4,coal,5.7,8,16000,231.08
car_petrol,92.23,fish,0.3,coal,5.3,1,2000,179.83
bicycle,0.2,vegetables,0.5,coal,7.2,1,2000,140.08
bus,21.73,chicken,0.4,coal,6.4,8,16000,219.08
bus,32.43,chicken,0.4,coal,7.4,8,16000,201.75
car_petrol,259.3,chicken,0.4,natural_gas,5.1,4,8000,345.42
bus,44.0,vegetables,0.3,grid_eu,7.2,4,8000,105.75
bicycle,1.07,vegetables,0.3,coal,7.1,0,0,176.42
bus,7.23,chicken,0.4,coal,6.2,8,16000,196.58
bus,58.67,vegetables,0.5,coal,6.4,8,16000,206.42
car_petrol,259.77,vegetables,0.3,natural_gas,7.2,8,16000,365.25
car_petrol,127.27,fish,0.3,grid_eu,5.0,8,16000,296.83
car_petrol,93.03,chicken,0.4,grid_eu,6.9,8,16000,217.5
car_petrol,107.93,chicken,0.4,coal,7.2,1,2000,322.67
bicycle,2.53,chicken,0.4,coal,7.2,8,16000,283.83
bicycle,2.37,vegetables,0.3,coal,6.3,4,8000,186.42
car_petrol,198.17,vegetables,0.3,coal,6.7,8,16000,521.67
bicycle,2.13,vegetables,0.3,coal,7.4,8,16000,219.92
bicycle,3.1,vegetables,0.3,coal,6.7,8,16000,167.08
bicycle,1.6,chicken,0.4,grid_eu,5.9,4,8000,183.25
bicycle,1.83,vegetables,0.5,coal,6.8,4,8000,167.42
car_ev,323.57,chicken,0.4,grid_eu,5.6,4,8000,120.92
bicycle,0.5,vegetables,0.3,coal,5.7,4,8000,168.67
car_petrol,36.8,vegetables,0.3,coal,6.3,0,0,108.17
car_petrol,32.2,vegetables,0.3,coal,5.3,8,16000,210.42
bicycle,0.03,vegetables,0.5,natural_gas,7.4,8,16000,330.58
car_petrol,319.67,chicken,0.4,coal,7.0,1,2000,314.25
bus,59.53,chicken,0.4,coal,5.7,4,8000,158.08
bus,37.13,fish,0.3,coal,5.0,1,2000,131.75
bicycle,0.67,vegetables,0.3,grid_eu,5.0,1,2000,170.0
bus,64.73,vegetables,0.5,coal,6.1,0,0,118.5
bicycle,2.77,fish,0.3,natural_gas,7.0,0,0,138.75
car_ev,244.27,chicken,0.4,natural_gas,7.4,0,0,107.25
bus,61.13,vegetables,0.5,grid_eu,6.2,4,8000,172.0
car_petrol,17.53,chicken,0.4,coal,6.1,1,2000,137.92
bus,47.17,vegetables,0.5,coal,7.2,0,0,135.75
car_petrol,155.57,chicken,0.4,natural_gas,5.4,0,0,185.58
car_petrol,220.47,chicken,0.4,coal,5.3,8,16000,330.17
bicycle,3.27,fish,0.3,coal,5.5,8,16000,259.33
bus,43.93,fish,0.3,grid_eu,5.4,1,2000,168.08
car_diesel,240.2,vegetables,0.5,coal,6.2,8,16000,406.17
bicycle,0.03,vegetables,0.5,coal,6.5,8,16000,175.08
car_petrol,150.7,fish,0.3,grid_eu,6.7,1,2000,220.92
car_petrol,11.5,vegetables,0.3,natural_gas,5.3,8,16000,224.92
bicycle,1.6,vegetables,0.5,coal,6.4,1,2000,105.5
bus,13.3,fish,0.3,coal,7.2,0,0,120.33
bus,32.2,chicken,0.4,coal,6.3,0,0,138.17
bicycle,0.9,fish,0.3,grid_eu,7.3,4,8000,145.0
bicycle,2.9,vegetables,0.5,grid_eu,5.2,1,2000,97.08
car_petrol,33.63,chicken,0.4,coal,6.5,1,2000,244.5
bus,17.13,chicken,0.4,coal,5.0,0,0,161.0
bus,54.23,fish,0.3,grid_eu,6.0,1,2000,88.25
bus,58.37,vegetables,0.5,coal,6.2,0,0,126.83
car_petrol,107.8,vegetables,0.5,natural_gas,5.6,8,16000,308.17
bus,7.63,vegetables,0.3,grid_eu,7.2,0,0,94.5
bicycle,2.73,fish,0.3,natural_gas,6.8,4,8000,125.17
car_petrol,207.33,fish,0.3,coal,5.7,4,8000,269.83
bus,37.57,chicken,0.4,grid_eu,7.4,8,16000,186.92
bus,45.93,fish,0.3,grid_eu,6.8,0,0,84.58
car_ev,62.47,vegetables,0.5,coal,7.0,8,16000,249.83
bus,38.73,chicken,0.4,coal,5.2,4,8000,124.42
bicycle,1.3,vegetables,0.3,natural_gas,7.0,4,8000,151.08
bus,57.47,chicken,0.4,coal,6.1,0,0,141.25
bicycle,1.1,chicken,0.4,natural_gas,7.3,0,0,138.08
bus,14.97,fish,0.3,coal,6.7,8,16000,164.17
car_petrol,302.27,chicken,0.4,coal,6.7,0,0,271.75
car_petrol,281.13,fish,0.3,natural_gas,7.0,1,2000,394.83
bicycle,3.07,chicken,0.4,grid_eu,5.6,8,16000,166.83
bus,24.93,vegetables,0.5,coal,5.7,4,8000,204.17
bicycle,2.47,chicken,0.4,coal,5.1,4,8000,214.25
car_petrol,19.87,vegetables,0.5,natural_gas,5.0,1,2000,107.92
bicycle,2.37,chicken,0.4,grid_eu,6.9,8,16000,189.75
bus,25.47,vegetables,0.5,coal,6.0,0,0,95.67
car_petrol,227.2,fish,0.3,coal,5.4,1,2000,256.75
car_ev,217.57,fish,0.3,natural_gas,6.8,8,16000,297.83
bicycle,2.13,chicken,0.4,natural_gas,5.7,4,8000,139.5
bus,18.37,fish,0.3,natural_gas,6.0,0,0,91.5
bicycle,0.67,vegetables,0.3,natural_gas,5.7,0,0,101.08
bus,28.03,vegetables,0.3,coal,7.4,1,2000,90.5
bus,57.9,vegetables,0.3,coal,7.4,0,0,75.42
car_petrol,106.13,fish,0.3,natural_gas,5.4,1,2000,168.17
bicycle,1.17,fish,0.3,natural_gas,7.1,1,2000,141.5
bicycle,2.73,vegetables,0.3,natural_gas,6.0,0,0,85.33
bicycle,2.6,chicken,0.4,grid_eu,5.8,4,8000,207.33
bicycle,2.53,vegetables,0.5,coal,5.5,4,8000,140.42
car_petrol,237.1,chicken,0.4,coal,6.1,4,8000,226.83
car_ev,156.17,vegetables,0.5,coal,5.3,4,8000,218.08
car_diesel,45.0,vegetables,0.5,coal,6.0,1,2000,175.5
bicycle,1.0,vegetables,0.5,grid_eu,6.6,1,2000,120.0
bus,53.27,chicken,0.4,coal,5.0,4,8000,232.42
car_petrol,33.5,vegetables,0.3,coal,5.2,8,16000,248.5
bicycle,1.3,vegetables,0.5,coal,6.8,0,0,160.42
bus,11.83,chicken,0.4,natural_gas,5.4,1,2000,142.0
car_petrol,129.1,vegetables,0.3,coal,7.1,4,8000,315.5
bus,41.27,vegetables,0.3,natural_gas,5.8,0,0,89.33
car_petrol,194.4,vegetables,0.3,grid_eu,5.0,4,8000,252.25
bus,64.47,chicken,0.4,coal,6.6,4,8000,219.92
bus,44.3,vegetables,0.5,coal,5.2,4,8000,183.0
bicycle,2.03,fish,0.3,coal,5.1,1,2000,106.92
bus,26.0,vegetables,0.5,coal,6.8,4,8000,123.0
car_petrol,151.3,chicken,0.4,grid_eu,6.7,4,8000,253.5
car_petrol,328.93,vegetables,0.5,coal,6.0,4,8000,566.0
car_ev,322.17,vegetables,0.3,grid_eu,6.6,4,8000,77.75
bicycle,2.2,vegetables,0.5,coal,7.1,1,2000,145.58
car_ev,28.93,vegetables,0.3,coal,7.0,4,8000,251.67
bicycle,2.7,vegetables,0.5,natural_gas,7.3,4,8000,156.42
car_petrol,318.13,chicken,0.4,coal,5.9,0,0,441.17
bicycle,2.2,chicken,0.4,natural_gas,7.4,8,16000,252.83
bus,15.27,vegetables,0.5,natural_gas,6.4,1,2000,215.33
bicycle,0.9,fish,0.3,coal,6.0,4,8000,194.33
car_petrol,127.33,vegetables,0.5,grid_eu,5.0,8,16000,224.83
bus,41.53,fish,0.3,coal,5.9,8,16000,193.25
car_petrol,302.2,vegetables,0.3,coal,6.8,8,16000,455.58
bus,52.83,vegetables,0.5,natural_gas,5.4,4,8000,172.0
bus,60.9,chicken,0.4,coal,5.1,0,0,141.33
car_ev,85.1,chicken,0.4,coal,6.2,0,0,89.17
car_ev,123.63,fish,0.3,coal,7.2,0,0,139.0
bus,40.17,vegetables,0.5,coal,5.4,0,0,114.58
car_diesel,85.57,fish,0.3,coal,5.9,1,2000,192.0
bus,10.77,vegetables,0.3,grid_eu,6.6,8,16000,181.67
bicycle,3.0,vegetables,0.5,grid_eu,6.1,1,2000,57.5
car_diesel,149.6,vegetables,0.3,coal,6.6,8,16000,322.58
car_petrol,114.47,fish,0.3,grid_eu,6.5,0,0,170.08
bicycle,1.9,vegetables,0.5,grid_eu,5.6,4,8000,98.42
bicycle,3.07,fish,0.3,grid_eu,5.7,1,2000,130.33
car_petrol,172.47,vegetables,0.5,natural_gas,5.6,4,8000,236.67
car_ev,309.9,chicken,0.4,natural_gas,5.2,8,16000,243.67
car_petrol,4.87,chicken,0.4,coal,5.1,0,0,125.17
bicycle,2.6,vegetables,0.3,natural_gas,7.3,0,0,119.75
bus,7.83,chicken,0.4,grid_eu,7.2,8,16000,210.08
bicycle,0.07,fish,0.3,grid_eu,6.0,4,8000,79.25
bicycle,1.0,fish,0.3,coal,5.3,8,16000,214.0
bus,0.27,fish,0.3,coal,6.0,8,16000,205.33
bicycle,0.2,fish,0.3,grid_eu,6.1,0,0,84.5
car_diesel,69.53,vegetables,0.3,coal,6.3,1,2000,225.83
car_petrol,264.5,chicken,0.4,grid_eu,7.4,8,16000,347.08
bicycle,2.9,vegetables,0.5,coal,6.1,0,0,196.25
bicycle,0.63,vegetables,0.3,coal,6.2,4,8000,139.75
bus,63.23,fish,0.3,coal,5.4,4,8000,158.42
car_diesel,328.17,vegetables,0.5,coal,6.1,1,2000,357.33
bicycle,2.6,vegetables,0.5,natural_gas,5.3,1,2000,121.75
bus,2.5,chicken,0.4,natural_gas,5.0,8,16000,270.83
bus,25.3,vegetables,0.3,grid_eu,5.6,8,16000,239.75
bus,14.8,vegetables,0.5,grid_eu,5.2,8,16000,163.83
bus,36.33,vegetables,0.5,grid_eu,6.9,0,0,90.33
bus,13.37,fish,0.3,coal,6.4,4,8000,154.75
bicycle,0.43,chicken,0.4,coal,7.2,0,0,148.92
car_ev,173.4,chicken,0.4,grid_eu,6.6,1,2000,126.33
bicycle,2.93,chicken,0.4,natural_gas,5.5,1,2000,147.42
car_petrol,230.93,chicken,0.4,coal,6.2,0,0,192.5
car_petrol,65.27,vegetables,0.5,natural_gas,5.0,0,0,119.33
bus,16.23,fish,0.3,coal,6.9,0,0,112.83
bus,7.77,vegetables,0.3,coal,6.0,8,16000,192.08
car_petrol,169.53,vegetables,0.3,coal,5.7,0,0,176.67
car_diesel,1.03,fish,0.3,coal,5.3,1,2000,81.25
bicycle,1.47,vegetables,0.3,natural_gas,6.0,4,8000,142.92
bicycle,0.1,vegetables,0.5,coal,5.0,1,2000,157.33
car_ev,172.77,chicken,0.4,natural_gas,6.0,0,0,70.83
bus,3.0,vegetables,0.5,coal,5.1,0,0,148.92
car_petrol,19.87,vegetables,0.5,coal,7.3,4,8000,169.17
car_ev,64.03,fish,0.3,natural_gas,7.0,1,2000,143.08
car_petrol,123.2,fish,0.3,coal,6.1,4,8000,193.25
bicycle,0.63,fish,0.3,coal,5.0,0,0,131.08
bus,55.47,vegetables,0.5,coal,5.4,4,8000,192.33
car_petrol,280.1,chicken,0.4,natural_gas,7.0,0,0,344.67
bicycle,2.4,chicken,0.4,grid_eu,6.4,1,2000,81.75
bicycle,0.23,vegetables,0.3,coal,5.0,8,16000,220.08
car_diesel,321.17,vegetables,0.3,grid_eu,5.7,0,0,320.17
bus,17.3,vegetables,0.5,coal,7.3,4,8000,222.08
bicycle,0.43,chicken,0.4,grid_eu,5.3,1,2000,81.08
bus,39.77,fish,0.3,grid_eu,7.4,8,16000,233.83
bicycle,2.07,vegetables,0.5,grid_eu,6.5,0,0,121.25
car_petrol,295.17,vegetables,0.3,grid_eu,7.1,1,2000,173.42
car_petrol,61.13,fish,0.3,coal,6.8,0,0,171.58
car_petrol,95.1,fish,0.3,coal,5.3,0,0,242.5
bus,22.93,chicken,0.4,coal,6.6,0,0,120.0
bus,14.33,chicken,0.4,grid_eu,6.5,4,8000,163.83
car_petrol,101.0,vegetables,0.5,coal,7.4,1,2000,165.0
bus,53.17,vegetables,0.3,natural_gas,5.2,1,2000,129.5
bicycle,0.27,fish,0.3,grid_eu,5.6,8,16000,270.5
car_petrol,258.43,vegetables,0.3,natural_gas,6.8,8,16000,410.33
bus,7.0,vegetables,0.5,coal,7.4,4,8000,97.0
bus,30.47,vegetables,0.5,coal,5.9,8,16000,250.5
bicycle,3.07,fish,0.3,natural_gas,7.1,8,16000,197.67
car_petrol,61.7,vegetables,0.3,grid_eu,6.9,4,8000,122.0
car_petrol,51.8,chicken,0.4,coal,6.3,8,16000,273.25
car_petrol,145.3,chicken,0.4,coal,5.1,8,16000,264.58
car_petrol,24.1,vegetables,0.3,natural_gas,5.5,1,2000,114.75
car_petrol,87.4,chicken,0.4,natural_gas,6.6,0,0,147.5
car_petrol,23.43,chicken,0.4,coal,6.8,8,16000,236.33
bicycle,0.07,vegetables,0.5,grid_eu,5.8,4,8000,207.75
bicycle,2.03,chicken,0.4,natural_gas,5.6,1,2000,137.58
car_petrol,306.6,vegetables,0.3,coal,6.9,0,0,237.83
bicycle,2.77,chicken,0.4,coal,5.1,1,2000,163.83
car_petrol,312.27,vegetables,0.3,coal,5.3,0,0,309.83
bus,32.9,vegetables,0.3,grid_eu,5.2,1,2000,92.58
bicycle,1.33,vegetables,0.5,grid_eu,6.5,1,2000,49.42
bicycle,3.27,chicken,0.4,coal,6.6,1,2000,142.75
car_petrol,271.97,fish,0.3,natural_gas,5.4,1,2000,231.08
car_ev,179.47,fish,0.3,coal,5.3,8,16000,213.83
bus,27.27,fish,0.3,coal,5.3,4,8000,115.58
bus,41.4,vegetables,0.3,natural_gas,6.8,4,8000,169.5
bus,51.5,vegetables,0.5,coal,6.1,4,8000,188.33
car_ev,302.53,vegetables,0.5,natural_gas,6.9,0,0,67.0
car_ev,214.4,chicken,0.4,grid_eu,6.0,4,8000,134.33
bicycle,2.6,fish,0.3,natural_gas,6.6,4,8000,135.75
bus,21.13,fish,0.3,grid_eu,6.6,8,16000,230.33
car_petrol,298.1,vegetables,0.5,coal,7.2,4,8000,335.42
bus,18.17,fish,0.3,coal,6.7,8,16000,171.17
car_diesel,216.23,fish,0.3,coal,7.0,8,16000,338.17
bicycle,1.8,vegetables,0.3,coal,5.4,8,16000,252.08
bicycle,1.6,vegetables,0.5,coal,6.0,4,8000,151.83
bus,61.6,fish,0.3,coal,6.6,4,8000,166.42
bicycle,3.23,vegetables,0.5,coal,7.4,1,2000,110.0
bicycle,0.63,vegetables,0.5,natural_gas,5.0,0,0,108.5
bus,18.57,fish,0.3,coal,5.9,8,16000,265.42
car_ev,201.27,vegetables,0.3,coal,6.8,8,16000,219.08
bicycle,0.23,fish,0.3,coal,5.9,8,16000,226.42
bus,50.0,vegetables,0.5,coal,5.3,8,16000,226.75
bicycle,1.4,fish,0.3,coal,5.5,8,16000,219.92
bus,22.13,fish,0.3,coal,5.8,0,0,159.67
bus,46.47,fish,0.3,grid_eu,5.4,4,8000,173.25
bus,5.8,vegetables,0.3,coal,6.2,4,8000,203.83
bicycle,1.6,fish,0.3,coal,6.7,8,16000,207.58
bus,7.63,fish,0.3,natural_gas,7.3,8,16000,219.75
car_petrol,136.73,vegetables,0.5,natural_gas,6.5,0,0,305.08
car_petrol,192.63,fish,0.3,grid_eu,5.3,1,2000,251.92
bus,39.67,vegetables,0.5,grid_eu,5.9,0,0,100.33
bus,34.17,fish,0.3,coal,7.4,0,0,149.33
car_petrol,283.9,vegetables,0.5,coal,5.0,8,16000,419.25
bicycle,0.73,vegetables,0.5,natural_gas,5.9,0,0,85.17
bus,2.17,vegetables,0.5,grid_eu,5.0,4,8000,176.33
car_ev,136.63,fish,0.3,grid_eu,6.2,8,16000,211.5
bus,49.8,vegetables,0.3,coal,7.1,8,16000,200.33
bus,13.0,vegetables,0.5,natural_gas,6.7,4,8000,191.0
car_petrol,330.83,chicken,0.4,grid_eu,6.4,1,2000,440.75
bus,3.83,vegetables,0.3,coal,6.3,4,8000,268.08
car_ev,19.23,vegetables,0.3,coal,5.5,0,0,110.58
car_petrol,289.4,fish,0.3,grid_eu,5.2,4,8000,564.67
bus,63.4,chicken,0.4,natural_gas,5.1,0,0,145.17
car_petrol,141.53,chicken,0.4,coal,5.4,4,8000,304.0
bus,9.23,fish,0.3,coal,7.1,8,16000,226.5
